Date,Run,Generation,Type,ID,Parental_OA,Larvae_OA,Temperature_bucket_C,Salinity,TA_mmol_kgSW,TCO2_mmol_kgSW,pH,TADIC_pH_out_in_situ,TADIC_pCO2_out_(matm)_in_situ,TADIC_WAr_out_in_situ,TADIC_pH_out_25,TADIC_pCO2_out_(matm)_25,TADIC_WAr_out_25,TApH_pH_out_in_situ,TApH_pCO2_out_(matm)_in_situ,TApH_WAr_out_in_situ,TApH_pH_out_25,TApH_pCO2_out_(matm)_25,TApH_WAr_out_25,DICpH_pH_out_in_situ,DICpH_pCO2_out_(matm)_in_situ,DICpH_WAr_out_in_situ,DICpH_pH_out_25,DICpH_pCO2_out_(matm)_25,DICpH_WAr_out_25
4/19/2023,6,F3,Larvae,4,Mid,Low,23.8,26.84,1982.31,1782.43,8.0276,,,,,,,8.014610346,405.3998058,2.334177607,7.996758276,425.4260042,2.356650076,,,,,,
4/19/2023,6,F3,Larvae,5,Mid,Low,23.8,26.82,1971.33,1770.08,8.036,,,,,,,8.025386443,391.5582571,2.367710598,8.007506548,410.9284618,2.390367933,,,,,,
4/19/2023,6,F3,Larvae,6,Mid,Low,23.8,26.46,1971.98,1772.7,8.0488,,,,,,,8.037268511,381.0234448,2.406259354,8.019357322,399.9105457,2.429292512,,,,,,
4/19/2023,6,F3,Larvae,7,Low,Mid,23.8,27.06,1982.44,1861.64,7.8345,,,,,,,7.822713341,671.5922573,1.608866743,7.805543951,703.613635,1.626750922,,,,,,
4/19/2023,6,F3,Larvae,8,Low,Mid,23.7,26.94,1972.05,1860.31,7.8187,,,,,,,7.810539126,690.0655822,1.551578961,7.792007278,725.6710636,1.570546349,,,,,,
4/19/2023,6,F3,Larvae,9,Low,Mid,23.8,26.97,1988.83,1876.48,7.821,,,,,,,7.809971439,697.0042087,1.570215672,7.792862082,730.1368641,1.587911313,,,,,,
4/19/2023,6,F3,Larvae,10,Mid,Mid,23.7,26.69,1979.47,1882.83,7.7799,,,,,,,7.769427838,771.7696116,1.424840159,7.751123652,811.1655043,1.443070532,,,,,,
4/19/2023,6,F3,Larvae,11,Mid,Mid,23.8,26.69,1975.62,1893.6,7.7258,,,,,,,7.715232874,884.0625101,1.276278076,7.698635724,924.9808035,1.292215507,,,,,,
4/19/2023,6,F3,Larvae,12,Mid,Mid,23.5,26.91,1970.9,1872.16,7.7895,,,,,,,7.783249601,739.6124324,1.454658945,7.762040617,783.5067943,1.47576919,,,,,,
4/19/2023,6,F3,Larvae,13,Low,High,23.9,26.91,1970.61,1907.59,7.6673,,,,,,,7.654647339,1024.843009,1.131095471,7.639771148,1067.37666,1.144865415,,,,,,
4/19/2023,6,F3,Larvae,14,Low,High,23.8,26.96,1986.04,1919.43,7.6655,,,,,,,7.65217537,1038.561434,1.130914018,7.635964691,1085.627852,1.145973064,,,,,,
4/19/2023,6,F3,Larvae,15,Low,High,23.8,26.92,1969.34,1898.94,7.7062,,,,,,,7.693356565,928.9973622,1.221338978,7.67688223,971.7020871,1.236875759,,,,,,
4/19/2023,6,F3,Larvae,16,Mid,High,23.4,27.02,1976.29,1908.11,7.6956,,,,,,,7.689124536,940.2469371,1.198555853,7.667208428,998.2179779,1.219011853,,,,,,
4/19/2023,6,F3,Larvae,17,Mid,High,23.9,26.89,1971.31,1925.16,7.6187,,,,,,,7.606439838,1156.264582,1.021444414,7.591874819,1203.377076,1.034612081,,,,,,
4/19/2023,6,F3,Larvae,18,Mid,High,23.7,26.91,1969.69,1920.11,7.6415,,,,,,,7.632609029,1081.57414,1.070719325,7.615201324,1134.374583,1.086559648,,,,,,
4/19/2023,6,F3,Larvae,19,High,Low,23.8,26.21,1967.48,1770.92,8.0398,,,,,,,8.027536726,391.6131015,2.346029473,8.009654104,411.0027277,2.368754541,,,,,,
4/19/2023,6,F3,Larvae,20,High,Low,23.7,26.91,1972.45,1771.57,8.0392,,,,,,,8.027981078,388.5904139,2.376049745,8.008603993,409.4650477,2.400597008,,,,,,
4/19/2023,6,F3,Larvae,21,High,Low,23.7,26.93,1991.77,1782.85,8.0467,,,,,,,8.034417781,385.6127315,2.430287147,8.015017587,406.3495321,2.455259536,,,,,,
4/19/2023,6,F3,Larvae,22,High,Mid,23.7,26.93,1986.04,1862.11,7.8541,,,,,,,7.841102699,642.3699292,1.662115753,7.822420188,675.7564823,1.681872485,,,,,,
4/19/2023,6,F3,Larvae,23,High,Mid,23.8,26.85,1975.88,1885.16,7.7479,,,,,,,7.735431344,838.7272762,1.335513249,7.718710855,877.7947388,1.351772645,,,,,,
4/19/2023,6,F3,Larvae,24,High,Mid,23.8,26.59,1989.91,1883.81,7.7421,,,,,,,7.728266197,862.6022171,1.318186521,7.711595856,902.6879506,1.334454295,,,,,,
4/19/2023,6,F3,Larvae,25,High,High,23.8,26.75,1975.37,1924.66,7.6266,,,,,,,7.615768785,1133.285469,1.036783987,7.599824613,1183.919661,1.05126765,,,,,,
4/19/2023,6,F3,Larvae,26,High,High,23.8,26.92,1974.35,1925.87,7.6468,,,,,,,7.635060048,1077.82801,1.083373402,7.618969146,1126.360314,1.098105623,,,,,,
4/19/2023,6,F3,Larvae,27,High,High,23.7,26.86,1969.7,1921.15,7.6165,,,,,,,7.60651043,1154.625554,1.012019492,7.589308743,1210.412805,1.027482327,,,,,,
